,name,username,tweetid,time,tweets,fanboy
793,War BreakingNews,warrnews,8647,3/20/2016 14:31,RT @Nidalgazaui: #ISIS captured Big parts of the shaer gasfields near #Palmyra... ,1
794,Murasil,murasil1,15618,5/5/2016 12:17,"RT @PatrickOsgood: ""The cost of winning Ramadi has been the city itself."" By @sgreports http://bigstory.ap.org/urn:publicid:ap.org:627a3057be2544d68aa75897e299a162 ",1
795,AL MUHAJIRUN,almuhajirun9,2183,1/31/2016 11:09,Please spread our new account برجاء نشر حسابنا الجديد @golani0025 @moslm001 @khalidi_4_sham @Aswed_Flags @kuresel_analiz1 @muslmmuohd1 ,1
796,wayf44rer,wayff44rer,17351,5/13/2016 14:09,"Deir ez-Zor : 12 civilians who were arrested by the regime, escaped the detention and ran away to IS-controlled neighborhoods ",1
797,J.D. Crenshaw,JDHCrenshaw,752596521233690624,7/11/2016 8:12:47 PM,2 weeks ago we'd be eagerly anticipating news this was ISIS. Now we all anticipate something else. Smoke & mirrors. https://twitter.com/theblaze/status/752595123972608000,0
798,Sam Valley,SamValley,750022004405710848,7/4/2016 5:42:35 PM,RT @TwitchyTeam: Attn. WH!  Here 's an important ‘degrade and ultimately destroy ISIS’ progress report http://twitchy.com/dougp-3137/2016/07/04/attn-wh-heres-an-important-degrade-and-ultimately-destroy-isis-progress-report/,0
799,kpdblu,Kpdblu101,750004614766919680,7/4/2016 4:33:29 PM,"RT @gerfingerpoken: Barack Hussein Ignored #ISIL Intel For A Year, Watched It Grow - http://www.investors.com/obama-given-detailed-intelligence-on-isis/ @IBDEditorials https://t.co…",0
800,Ibni Haneefah,_IshfaqAhmad,3924,2/11/2016 8:00,unfortunately its outdated ,1
801,ロシア情報,russia_jp,752425836729348098,7/11/2016 8:54:33 AM,ISISのグローバル・テロ作戦が始まる: 問題は自爆した３人の国籍で 、 ロシア 、 ウズベキスタン 、 キルギスだった 。  .  しかし 、 これを機にＩＳＩＳがロシア圏出身の戦闘員にテロを遂行させるケースが増えれ . http://news.biglobe.ne.jp/international/0711/nwk_160711_3095355746.html&ct=ga&cd=CAIyHDczYTY3ZDU5MDNkM2Q3MzI6Y29tOmphOkpQOlI&usg=AFQjCNFhzKWY-gLpKfljHeKdCzeFfz7qIA&utm_source=dlvr.it&utm_medium=twitter #ロシア,0
802,brave-heart,DrAsadKhann,750052800818708484,7/4/2016 7:44:57 PM,"RT @ZaidZamanHamid: Thousands of Saudi prisoners in Jails with me had become active members of ISIS/Al-Qaeda, raging with hate against Saud…",0
803,Time=Best Stock,paynej247,752665845189398528,7/12/2016 12:48:16 AM,"@pzf Learned ignorance, just like ISIS kids in training from birth, it 's learned hate from the parents.",0
804,شــوق بنت سلمـان,ssshooog,750041837633736704,7/4/2016 7:01:23 PM,@Mosul__ داعش لايهمه من انت فقط يقتل يفجر وينحر  بدون ان يسألك  ماطائفتك,0
805,Nader,BonsaiSky,752655643912306688,7/12/2016 12:07:43 AM,RT @HashashinTag: The importance of debunking the myth that ISIS only kill non-Sunni Muslims https://twitter.com/MazMHussain/status/752649167328206849,0
806,ABC Internacional,abc_mundo,752521104971866116,7/11/2016 3:13:07 PM,Estados Unidos enviará 560 soldados más a Irak para ayudar en la reconquista de Mosul http://www.abc.es/internacional/abci-estados-unidos-enviara-560-soldados-mas-irak-para-ayudar-reconquista-mosul-201607111646_noticia.html pic.twitter.com/YCFNpi9Bcu,0
807,Maghrebi,MaghrebiWM,11414,4/7/2016 23:10,RT @gnd_aqsa___: الطائرات نفسهاتمهدلهم. الطائرات نفسهاتقصف مقرات جبهةالنصره الطائرات نفسهاتقصف اهل السنه في العراق ونفسها دعمت الاكراد ضدهم! ,1
808,#Canadian #comedian,CanadaColonel,752621034206003200,7/11/2016 9:50:12 PM,#WhiteHouse announced major victory against #ISIS; the terror groups @Twitter traffic has been reduced 45% over the past 2 yrs; well done!,0
809,Obi-Wan Al Coconuty,Uncle_SamCoco,2591,1/31/2016 22:55,"@68tardPourTous dans la grande majorité des pays arabo-musulman ,la masse est écrasé par la dictature et pauvreté, ces révoltes sont logique ",1
810,IS_BAQIYA,BaqiyaIs,96,9/2/2015 16:07,#WilayatAlFallujah New Video : The Knights of Victory (Part 3) Coming Soon.....InshaAllah https://twitter.com/account/suspended ,1
811,Rob Thompson,Robthommo_91,749989401397166080,7/4/2016 3:33:02 PM,RT @JamieMoore777: Another attack on a Muslim majority country by ISIS. Terrorist 's using religion as a tool to attack. Thoughts with those…,0
812,Aleksandar Mihailovi,stankom3,749970858643513344,7/4/2016 2:19:21 PM,RT @EnglishFars: #Aleppo : Arrested #ISIL Terrorist Confesses to Targeting Civilians Fleeing #Manbij http://en.farsnews.com/newstext.aspx https://t.co/…,0
813,Abu Rikaz AlHijazi,06230550_IS,10301,3/31/2016 10:00,RT @SafaricomLtd: Sign up to Safaricom #AdvantagePlusPrePay plan and get convenience and value. http://www.safaricom.co.ke/personal/calls-sms/postpay/safaricom-advantage-plus https://t.co/eLxMb… ,1
814,N i d a l,Nidalgazaui,13370,4/21/2016 14:47,#Syrian Army launched Assault on #ISIS Positions near #Arak and T3 Pumping Station in #Homs/ #DeirEzzor -Reports https://twitter.com/Nidalgazaui/status/723161271672147968/photo/1 ,1
815,MZ,Marco__Ziegler,750057076878151681,7/4/2016 8:01:57 PM,Cinq jeunes lensois jugés pour avoir voulu combattre auprès de Daesh http://www.bfmtv.com/societe/lens-cinq-jeunes-juges-pour-avoir-voulu-combattre-aupres-de-daesh-1001048.html pic.twitter.com/YvsinbZluU,0
816,Jadenis,EdenianKnight,750082628653547520,7/4/2016 9:43:29 PM,Do you know WHO isis is?,0
817,eo,TrueEO,752467656742150144,7/11/2016 11:40:44 AM,RT @josephmdibella: Sure glad #Obama says he 's got #ISIS on the run! Imagine what they could do if they had their act together.#ObamaFail ht…,0
818,Vintee S.,Vis4Vodka,750058810103005184,7/4/2016 8:08:50 PM,"RT @LibyanBentBladi: ISIS bombing targets mosque in holy city of Madina, in holy month of Ramadan.Still think ISIS represents Muslims? http…",0
819,Ibn Kashmir,IbnKashmir_,9130,3/24/2016 6:43,"RT @eastchristians: Happens daily in #Syria , Alawite Assad militia's abduct &marry minors against their will. #RT & let the world know htt… ",1
820,Observer,observerinchief,752524205376217089,7/11/2016 3:25:26 PM,ISIS is a US-Israeli Creation. Top Ten  “ Indications ”  https://shar.es/1lkdZk via @grtvnews #dallas #blacklivesmatter,0
821,War BreakingNews,warrnews,1953,1/30/2016 9:08,RT @Nidalgazaui: Turkish fighter wanted to join Rebels was shot yesterday by Turkish soldiers while he was entering the syrian border https… ,1
822,Shlomo Hayim,ShlomoHayim,752455085368705024,7/11/2016 10:50:46 AM,RT @MossadNews: ISIS Comes to Gaza http://fb.me/308WrxnNZ,0
823,Salahuddin Ayubi,mobi_ayubi,9026,3/23/2016 11:35,RT @TRACterrorism: #Brussels attacks: #Belgian media withdraws report that #Laachraoui has been arrested Laachraoui still on the run https… ,1
824,Dragontail2,saifulakhir,12746,4/15/2016 9:05,""" Ingatlah, hanyalah milikNyalah penciptaan dan perintah "" (QS. Al Araf:54) Jelas! ..Yang menciptakan hanyalah الله، yg berhak memerintah, ",1
825,OSCAR RIVERA,OsRivera26,749912929919758336,7/4/2016 10:29:09 AM,Atacante suicida de #Daesh mata a 5 líderes del Ejército Libre Sirio http://htv.mx/NKp pic.twitter.com/dfCk48lhat,0
826,كتكات كوكونة,Uncle_SamCoco,10309,3/31/2016 11:30,RT @JulianRoepcke: Unbelievable footage from #Douma yday: #Assad double air strike on a mosque destroys it. https://www.facebook.com/unsupportedbrowser https:/… ,1
827,Jatashankar Pandey,jmp1007,752444277322444801,7/11/2016 10:07:50 AM,RT @Synergyspeak: An evil and fanatical version of #Islam responsible for recent Jihadist Violence. #TavleenSingh #Terrorism .    https://…,0
828,Little Latina,MEMESOLDIER,750045983380107264,7/4/2016 7:17:52 PM,RT @jenanmoussa: ISIS attacking the heart of Islam. Targeting Muslims. Next to the prophets mosque. During Ramadan. Just before Eid. #Medin…,0
829,Loree Lewis,loreelew,752487614549078016,7/11/2016 1:00:02 PM,U.S. Will Deploy 560 Troops to Iraq to Help Retake Mosul From ISIS http://www.nytimes.com/2016/07/12/world/middleeast/us-iraq-mosul.html ,0
830,Knox Mulder,knox_o,750088429363425280,7/4/2016 10:06:32 PM,RT @KhaledBeydoun: Vital to recognize that #ISIS attack in Baghdad specifically targeted Shiite Muslims and Christians.  Majority of the de…,0
831,greeneyeshj,greeneyeshj,750136801138913281,7/5/2016 1:18:44 AM,"RT @nobigotry: All these  "" American ""  Muslims rally against Israel but NEVER against Islamic Savagery, ISIS orJihad!  @realDonaldTrump https:/…",0
832,Salam Al-mosawy,Salam_al_mosawy,752556330850852865,7/11/2016 5:33:05 PM,Forcing sunnis 2 curse Aisha is not a way to battle #ISIS. Can some1 tell the orcs of Hashd to stop recruting 4 ISIS https://twitter.com/moonnor27/status/752382748472606720,0
833,Noor ul Amin,noor20four,750007219672973314,7/4/2016 4:43:50 PM,Yeh kaun hai IsIs walay bc.,0
834,Dr Shahid,Dr_Shahid,752442611261210624,7/11/2016 10:01:12 AM,"RT @Hayder_alKhoei: Double game? Even as it battles ISIS, Turkey gives other extremists shelter https://www.washingtonpost.com/world/national-security/double-game-even-as-it-battles-isis-turkey-gives-other-extremists-shelter/2016/07/10/8d6ce040-4053-11e6-a66f-aa6c1883b6b1_story.html",0
835,waleedbhj,waleedbhj,749914061480099840,7/4/2016 10:33:39 AM,RT @earthnews2020: #Russia #Putin used int'l banned chemical weapons phosphorus bombs on civilians areas with 0 presence of #ISIS #UNSC htt…,0
836,Abdullah Tarawneh,trwnhpol,750102188316319744,7/4/2016 11:01:12 PM,RT @saladinahmed: if a guy blew up a church on Christmas & called himself Christian America wouldn't take him at his word  but somehow ISIS…,0
837,Jhonaiker Escalante,JhonaEscalante_,752519755714564100,7/11/2016 3:07:45 PM,#jhonaiker Terror export fears as ISIS 'caliphate ' shrinks: ISIS is struggling to hold on to terri. http://www.cnn.com/2016/07/11/middleeast/isis-territory-analysis-lister/index.html #jhonaiker,0
838,pone poyepoloye,motorwars,749950997355589634,7/4/2016 1:00:25 PM,RT @cnni: Malaysian police say ISIS has carried out its first successful attack in the country http://edition.cnn.com/2016/07/04/homepage2/islamic-state-attack-malaysia/index.html https://t.co/57Wb3gx…,0
839,Enfoque's,OficialEnfoques,749985192685604864,7/4/2016 3:16:18 PM,RT @GritandoIdeas: Nuevo video de ISIS (+18) http://twitter.com/GritandoIdeas/status/730870387869765632/photo/1,0
840,لويس فهد,FAHAD__118,750118597150867456,7/5/2016 12:06:24 AM,"RT @Reem_AlHarmi: Today, #ISIS targeted #Medina; Islam holy city,another proof that Muslims are the main target. #ISISAttackingMuslims http…",0
841,celso costa,celsoccosta,750140392683757571,7/5/2016 1:33:01 AM,RT @WSJ: Islamic State extends reach as it suffers defeats http://www.wsj.com/articles/islamic-state-extends-reach-as-it-suffers-defeats-1467681163 pic.twitter.com/t8FmY1A3qV,0
842,Dean saved the world,itsmunia,750049936411090945,7/4/2016 7:33:34 PM,again n again they proved tht terrorism is their religion .. they ARE NOT MUSLIMS. THEY R PSYCHOPATHS NOTHING MORE http://www.huffingtonpost.com/2014/07/01/isis-destroy-kaaba-mecca_n_5547635.html,0
843,Michelle #9,shoo_choux,749941978192719872,7/4/2016 12:24:35 PM,RT @MailOnline: Russia to send its largest warship to Syria for final push to destroy ISIS http://www.dailymail.co.uk/news/article-3673423/Russia-send-Admiral-Kuzetnov-warship-Syria-Putin-prepares-destroy-ISIS.html pic.twitter.com/7zSoCa94JL,0
844,raj bhardwaj,RRaj462,752593864939020288,7/11/2016 8:02:14 PM,RT @KanchanGupta: Kerala missing men who may have joined Islamic State met preacher of hate Zakir Naik. http://indianexpress.com/article/india/india-news-india/kerala-sons-used-to-visit-zakir-naik-says-father-of-missing-men-2905990/,0
845,"M.E. MEDIA POST, LLC",middleastmedia1,752430696317104129,7/11/2016 9:13:52 AM,ISIS influence on the decline as terrorists lose Twitter battles http://chainsoff.me/2016/07/11/isis-influence-on-the-decline-as-terrorists-lose-twitter-battles pic.twitter.com/chISMW9rbq,0
846,Mailboxes Etc Campus,MBE_Students,749947105180020736,7/4/2016 12:44:57 PM,RT @ImranGarda: ISIS leader AbuBakr alBaghdadi got a PhD from (nothing to do with) Islamic University of Baghdad in (nothing to do with) Is…,0
847,Carliita,Car_liita34,752457302511349760,7/11/2016 10:59:35 AM,"RT @keyzer_usual: Avec tous les crucifix portés par les portugais dans les fanzones, y'a pas de risque d'attaque de Daesh, ni de vampire je…",0
848,volkan erguven,volkanerguven,752585407435386881,7/11/2016 7:28:38 PM,"@Malcolmite Noone wants to destroy Daesh ,ISIS became a reason for World powers to play geopolitic games.IS will push back US & #YPG as well",0
849,Wendy Long 2016,WendyLongNY,752484628150226944,7/11/2016 12:48:10 PM,Example of Trojan Horse per @realDonaldTrump: Peshmerga catch 7 ISIS militants disguised as refugees http://rudaw.net/mobile/english/kurdistan/100720161#sthash.S7tTVt1n.uxfs&st_refDomain=&st_refQuery= via @sharethis,0
850,Amaury Brelet,AmauryBrelet,749893865021304832,7/4/2016 9:13:24 AM,Vladimir Putin to send Russia 's largest warship to Syria to destroy ISIS once and for all https://www.thesun.co.uk/news/1384059/vladimir-putin-to-deploy-russias-largest-warship-to-decimate-isis-once-and-for-all/,0
851,Maghrebi,MaghrebiQM,2396,1/31/2016 15:37,"Turkish FM: ""Daesh should be the common enemy for us and Russia"" https://twitter.com/AlArabiya_Brk/status/693820070238117888 ",1
852,Abdullahi,abdullahbako1,752434681136746496,7/11/2016 9:29:42 AM,RT @TheKnowledge: isis bombed a mosque in Ramadan and killed 30 people and people still think isis represent islam.,0
853,Shan,Shankochi,752600528782319616,7/11/2016 8:28:43 PM,ISIS Leader ‘Al-Baghdadi’ Is A ‘Jewish Mossad Agent’ [French Reports] http://fb.me/5h9RukbHY,0
854,Lew Perry,lwperr,752641356355567617,7/11/2016 11:10:57 PM,"RT @timothy_stanley: Muslim Man Hugs ISIS Suicide Bomber Moments Before Explosion, Saves Hundreds Of Lives http://www.indiatimes.com/news/world/muslim-man-hugs-isis-militant-armed-wearing-suicide-vest-before-explosion-saves-hundreds-of-lives-258126.html via @ind…",0
855,Darleen Ajrulaj,DarleenAjrulaj,750000229752115202,7/4/2016 4:16:03 PM,@TexRedNek @RealStrategyFan If that 's what they do they are no better than Isis.,0
856,الهنود الحمر كوكونة,Uncle_SamCoco,9767,3/25/2016 18:52,@BiladFransa sa reste quand même de la propagande non ? ,1
857,Ne desem boş.,_ISIL_,752455392119099392,7/11/2016 10:52:00 AM,@deryaulass aşk kokusu alıyorum.,0
858,Ali Najib Sidiki,alinajibsidiki,750023205277007872,7/4/2016 5:47:21 PM,The worst Isis attack in weeks is the one the world probably cares least about http://www.independent.co.uk/news/world/middle-east/isis-most-deadly-attack-weeks-one-world-probably-cares-about-least-a7118211.html Sad truth.,0
859,Clarckson ™,clarckrz,750145472375955456,7/5/2016 1:53:12 AM,"RT @Da_VinciZob: C'est la mère à qui cette sale pute, on a besoin de daesh la pic.twitter.com/A5mPQB0mxQ",0
860,saHeat,kanplex,752561375814320129,7/11/2016 5:53:08 PM,"bruh Isis is the United States so they send troops to  "" battle ""  (protect) them. the Iraqis we are shooting are just gov. ploys",0
861,ع,nurainyihie_,750140334072410112,7/5/2016 1:32:47 AM,"RT @SyedSaddiq: Even the Prophet 's mosque is not spared from ISIS attacks.  They're not Pro-Islam, but Anti-Islam #prayforMadina",0
862,soundshuman,hoomanity111,752485769105866753,7/11/2016 12:52:42 PM,""" U.S. Will Deploy 560 Troops to Iraq to Help Retake Mosul From ISIS ""  by MICHAEL S. SCHMIDT via NYT The New York Ti… http://www.nytimes.com/2016/07/12/world/middleeast/us-iraq-mosul.html ",0
863,Elias Griffin,erogravity,752675349926858754,7/12/2016 1:26:02 AM,"EXCLUSIVE: #Disney Hall, Dorothy Chandler Pavilion #LosAngeles, was  "" cased ""  by #ISIS, leading 2 employee briefing on security, exit routes.",0
864,Timothy Object,bionicobject1,749945021877645312,7/4/2016 12:36:41 PM,If I ever own a restaurant I'll serve a full English to show ISIS I won't be intimidated. Please rt,0
865,Dr.Khalid Al-Dossary,unlimited_abu,752512879241355264,7/11/2016 2:40:26 PM,"RT @MiddleEastEye: Prophet Muhammad stood for humanity in Medina, while ISIS tries to destroy it http://ow.ly/Ptw13027ShH",0
866,Conflict Reporter,WarReporter1,5902,2/26/2016 19:21,"Pro-Iran French report Elijah Magnier confirms ISIS killed Ali Fay'yad, one of Hezbollahs most important commanders: https://twitter.com/account/suspended ",1
867,Karina,Krojashol,749960321431986176,7/4/2016 1:37:28 PM,"RT @SherineT: The number of people killed in Baghdad from two #Isis bombs has now risen to over 200,with bodies still being found in the ru…",0
868,Irfąn Husin,Irfantastic0,750052494160474112,7/4/2016 7:43:44 PM,Hari tu Saudi anjur latihan tentera North Thunder: gabungan negara2 Islam. Apa hasilnya? Mana penyatuan menyerang ISIS? Takkan latihan je?,0
869,Rimsha Khan ❤❤,rimshaKhan82,750021403274010626,7/4/2016 5:40:11 PM,RT @DrAyesha4: What is going on ?  Daily an attack on a Muslim country ? Stop this shit #Zionists and illegal child of America #ISIS    #Ma…,0
870,Angel Rap™,_AnGelRap,750012648469635072,7/4/2016 5:05:24 PM,Turquía ataca 68 blancos de ISIS que preparaban un ataque: Turquía ha atacado 68 blancos de ISIS en el norte de Siria donde se estaba.,0
871,Craig,bitslaw,752662142155886592,7/12/2016 12:33:33 AM,TENNESSEE: Apparently there is one Republican State Senator who doesn’t care if ISIS becomes your next door nei.  http://ht.ly/CpRw502iYFm,0
872,N i d a l,Nidalgazaui,16615,5/11/2016 12:28,"RT @AfarinMamosta: US airstrike on ISIS, Kurdish frontlines. Near the end a dialogue between possibly the pilot & advisor/SF is heard. http… ",1
873,LetsJoin Edinburgh,LetsJoinEdi,752472017362821120,7/11/2016 11:58:03 AM,ISIS snipers have taken a shot at Ross Kemp as he visited Syria. http://lothianbuses.letsjoin.com/app.html#!/news/news/11286/isis-snipers-target-ross-kemp-in-syria pic.twitter.com/FstIvHrlPi,0
874,aisya,apparentlyaisya,749913320652611584,7/4/2016 10:30:43 AM,RT @ZeSpoooky: MOVIDA Puchong incident officially the first ISIS attack in Malaysia. Can we stop talking abt basuh pinggan now? https://t.c…,0
875,Radchaai Princess,RemingtonWild,750029991560163328,7/4/2016 6:14:19 PM,RT @bitterarab: The violence US army ensued on Iraq UNEQUIVOCALLY lead the path for sectarian violence and then Daesh to destroy the countr…,0
876,El Nogui,nogalessfc,750013987362922496,7/4/2016 5:10:43 PM,RT @RaquelEcenarro: Más de un centenar de muertos por atentado de ISIS y #JeSuisBagdad no es TT  Sensibilidad de 1ª y de 2ª https://t.co/GV…,0
877,name cannot be blank,iqbal_x_hadi,750102801137610752,7/4/2016 11:03:38 PM,RT @isyraf_hafidz: Knpe negara islam yg diorang serang..  x de negara lain kah?? Lps tuh kate ISIS islam.. x kan serang negara sendiri? htt…,0
878,Luis Guzmán Montoya,manoslimpia1963,750062035128451072,7/4/2016 8:21:39 PM,RT @teleSURtv: #BagdadAttack | Doble atentado del #Daesh deja al menos 165 muertos y 200 heridos http://www.telesurtv.net/news/Mas-de-80-muertos-y-200-heridos-tras-ataque-del-Daesh-en-Bagdad-20160703-0001.html https://t.co/YTalh…,0
879,Ahmad Fadzle,FadzleAli,750134129534963712,7/5/2016 1:08:07 AM,RT @alebaw1: Today Saudi Arabia suffered from 3 bombings by #ISIS The least you can do is Stop relating muslims to ISIS . #if_u_cant_see_it…,0
880,Israa.a2,israikinz,750137451247706112,7/5/2016 1:21:19 AM,RT @RumBegum: This should make the link between ISIS and Islam clear to everyone #TerrorismHasNoReligion pic.twitter.com/S7e4LqXT2w,0
881,Ibni Haneefah,_IshfaqAhmad,6877,3/4/2016 10:34,"@chandel70 there is only one Lord who created all humans & He alone should be worshipped, not idols or humans ",1
882,controversy,sisqo131,750134536722378752,7/5/2016 1:09:45 AM,"We Muslims suffering from ISIS more than anyone because they sabotage our life,cities and images that is why #ISISisNotIslam",0
883,Gooners,Rian_3N,750139084375371776,7/5/2016 1:27:49 AM,"ISIS Mengerjakan yang lebih banyak daripada yang Anda terima, sebagai bayaran, akan membuat anda dibayar lebih ban #TIADA2·com #riat1805",0
884,allison,allisonhanlon,752563944150237184,7/11/2016 6:03:20 PM,RT @allisonlmack: #AllLivesDidntMatter when you call Muslims 'ISIS ' refusing to realize that Daesh has murdered more Muslims than any other…,0
885,Scottish Libertarian,ScotForBrexit,749918765241032704,7/4/2016 10:52:21 AM,RT @PegidaUK1: Gruesome Islamic State clip captures CHILD jihadi brutally murdering two helpless captives http://www.express.co.uk/news/world/685899/Gruesome-Islamic-State-daesh-child-jihadi-brutally-murdering-prisoners-ISIS ,0
886,Aaron Kirschenbaum,AaronKirs,749896145556475904,7/4/2016 9:22:28 AM,RT @USATODAY: The massacres shows the Islamic State 's still capable of heinous attacks despite recent setbacks on the battlefield. https://…,0
887,cccphunter,cccphunter4001,752486358409629696,7/11/2016 12:55:03 PM,RT @KiranKS: 96 years ago Mahatma Gandhi proudly supported the Khilafat movement. Today Khalifa (ISIS) is knocking on India 's doors. Well d…,0
888,D Matheson,davidmatheson27,752621017558765569,7/11/2016 9:50:08 PM,RT @Kate3015: Saudi twins suspected of killing their mother who opposed them joining ISIL. Good to see calls for debate  https://t.co/njoTh…,0
889,जेठालाल™#HTL,Jetha_Live,750019134642151425,7/4/2016 5:31:11 PM,वहीँ NDTV का कहना है कि हमें ISIS से कोई डर नही है क्योंकि हमारे यहाँ रिपोर्टर्स की भर्ती कुरान की आयतें पूछकर ही की जाती है ! !  😂😂😹😹,0
890,Abu Humayra,abuhumayra4,2456,1/31/2016 17:49,"#BREAKING : #AmaqNewsAgency , Ten Iraqi soldiers killed in detonation of explosive device in the area of al-Burabi' east of #Ramadi city. ",1
891,Steve Herman,W7VOA,749914337507045376,7/4/2016 10:34:45 AM,Significant comment on #ISIS in #Malaysia from one the most respected terrorism analysts in SE Asia:  https://twitter.com/judithpjacob/status/749913055358652421,0
892,Mike Brown,miketb2058,752594553702678529,7/11/2016 8:04:58 PM,RT @FiveRights: Only dif btwn ISIS & BLM: ISIS blindly hates Americans. BLM blindly hates American police. Both terrorist scum. https://t.c…,0
893,AbdulJaleel,Abdul_Jaleel97,750034598470574084,7/4/2016 6:32:37 PM,"@suhelseth True intent of ISIS is revealed ,as they attack  holiest site .We all should fight this evil to finish.The red line is crossed",0
894,Testament73,Testament73,749916037165019141,7/4/2016 10:41:30 AM,Mentana: l'ISIS è un enorme franchising.  http://www.ilgiornale.it/news/politica/lislam-moderato-tace-davanti-quei-cani-rabbiosi-1278788.html via @ilGiornale,0
895,sija daeng,sijadaeng,750064294985818112,7/4/2016 8:30:38 PM,"RT @ulil: Beberapa hari sebelumnya, ISIS melakukam serangan bom bunuh diri di Bangladesh dan Turki.",0
896,Anokye Oppong,AnokyeOppong,749975424403378176,7/4/2016 2:37:29 PM,RT @Reuters: Turkey proposes cooperation with Russia in fighting Islamic State http://www.reuters.com/article/us-mideast-crisis-turkey-russia-idUSKCN0ZK0QH pic.twitter.com/AJs7LWe7zP,0
897,الولاء البراء,Alwala_bara,1551,1/25/2016 13:53,"Allāhﷻ said: “And  never pray (funeral  prayer) upon  any of them (i.e. the hypocrites) who dies, nor stand at his grave.” At-Tawbah 84 ",1
898,Vivek sharma,Viveksh66280898,749897221441740800,7/4/2016 9:26:44 AM,RT @ABC: Islamic State claims responsibility for downtown Baghdad  attack that killed at least 115. http://abcnews.go.com/International/wireStory/iraqi-officials-death-toll-claimed-car-bombing-iraqi-40310217 https://t.co/TY…,0
899,Breaking911,Breaking911,749951348481949697,7/4/2016 1:01:49 PM,More than 120 killed in Islamic State 's worst bomb attack in the Iraqi capital - http://breaking911.com/more-than-120-killed-in-islamic-states-worst-bomb-attack-in-the-iraqi-capital/ pic.twitter.com/3iQZPPoC7Y,0
900,Noor Fatima,soulmates550,750041546708357121,7/4/2016 7:00:14 PM,RT @AnjumKiani: So they try to link ISIS to Islam but forget that No matter how weak in faith a Muslim may be He will never attack Holy Cit…,0
901,bradleygt,bradleygt1,752512263450464256,7/11/2016 2:37:59 PM,"RT @TheEconomist: David Bowie released  "" Space Oddity ""  #onthisday 1969. He came full circle with  "" Blackstar "" http://www.economist.com/news/books-and-arts/21666097-excellent-account-how-isis-came-being-inside-account https:…",0
902,بنت زلفى,Nilempress,752635160412258304,7/11/2016 10:46:20 PM,WHAT is that jumble of letters on orange  (parchment? ) (leather?) 😐 Do they think ISIS doesn't have paper? 😅 https://twitter.com/imraansiddiqi/status/752559337206415360,0
903,Earleen Devine,EarleenDevine,752564410821054464,7/11/2016 6:05:12 PM,Iraqi dancer who 'just wanted to fly ' among Baghdad 's dead in recent ISIS attack https://www.washingtonpost.com/entertainment/theater_dance/iraqi-dancer-who-just-wanted-to-fly-among-baghdads-dead/2016/07/05/c20f487c-42a8-11e6-a76d-3550dba926ac_story.html How sad!  #dance,0
904,Texas Forever,ZDriven,752515254664306688,7/11/2016 2:49:52 PM,RT @MiddleEastEye: Russia bombs Syria 's Palmyra after fresh ISIS advance http://ow.ly/ugnu3027XD9 pic.twitter.com/uvTyi6IIZd,0
905,Ricky Ennis,TennisEnnis196,752436928868446208,7/11/2016 9:38:38 AM,@alarabayer yes they actually are!  And does it matter anyway? ISIS is a threat to the American way of life,0
906,untukabdul,untukabdul,750031665427210241,7/4/2016 6:20:58 PM,@bustanuLis lemon adlh pngurus muhammadiyah & saya sayangkan tweet² dia yg dukung isis.Krna saya sendiri jg warga persyarikatan muhammadiyah,0
907,Steve Fletcher,fletchdr222,750021423280877569,7/4/2016 5:40:16 PM,Open Transgender Service - Obama 's Strategy To Defeat ISIS | RickWells.US http://fb.me/Iwo8akwI,0
908,Salahuddin Ayubi,mobi_ayubi,14024,4/24/2016 17:36,RT @RamiAlLolah: #ISIS-affiliated Shuhada al-Yaromuk captured several ATGMs and loads of ammunition boxes in Ain Thakar south #Syria https:… ,1
909,Khilafah_kids,k_kid04,11302,4/7/2016 19:30,رابط مؤقت لقناه مؤسسه الصمود علي التلغرام: https://telegram.me/Alsumood ,1
910,Erica Hernandez,Ricki0628,752497735341793280,7/11/2016 1:40:15 PM,500+ American troops are headed to Iraq. Boots on ground to help retake Mosul from ISIS. Wow.,0
911,┈̥-̶̯͡Mr Miyagi,Akeebomb,750022018540695552,7/4/2016 5:42:38 PM,You're a donkey if you support isis,0
912,Turkey News Links,dlturkeynews,752550438210187264,7/11/2016 5:09:40 PM,US to send 560 more troops to aid Iraq 's anti-ISIL fight: Pentagon chief Ashton Carter said July 11 that Wash. http://www.hurriyetdailynews.com/us-to-send-560-more-troops-to-aid-iraqs-anti-isil-fight-.aspx ,0
913,mypoint111,TqueCri,752675807877824512,7/12/2016 1:27:51 AM,"RT @ANI_news:  "" Yeh jahannum kay kuttay hain ""  : Asaduddin Owaisi about suicide bombers of ISIS pic.twitter.com/LVVRsUXlXs",0
914,Shalom Miriam Shehu,MiriamShehu,752513916232667136,7/11/2016 2:44:33 PM,"RT @iykimo: Fulani Herdsmen have killed over 1,600 Nigerians in 2016 alone.  More than ISIS and Boko Haram terrorists   #BenueMassacre",0
915,Keh-Ke-Lunga,mohnaniraja,752519060106207232,7/11/2016 3:04:59 PM,RT @Sarcasticthakur: नार्मल बंदा-चल बाहर घूम के आते हैं थोडा Isis वाला- चल बाहर बम फोड़ के आते है थोडा 😂😂😂😂,0
916,Mâle Alpha,Seb_Gzh,752494682538708992,7/11/2016 1:28:07 PM,RT @Oscarapace: Daesh c'est le moment d'agir,0
